Edad,Genero,Nivel.educativo,Producto,Precio.unidad,Cantidad,Descuento,Total.pagar,Gasto.promedio,Frecuencia.compra,Rating,Tiempo.web,Influencer,Pago,Compra
59,Femenino,Universitaria,Echo Dot (4th Gen),83.66,19,25,1192.15,247.35,266,2.8,4.57,No,Transferencia,Si
25,Masculino,Secundaria,Fire TV Stick 4K,146.91,22,34,2133.13,743.96,80,3.6,9.32,Si,Tarjeta de crédito,No
19,Masculino,Primaria,Nintendo Switch,85.18,16,26,1008.53,183.05,12,4.6,15.32,Si,PayPal,Si
36,Femenino,Universitaria,Nintendo Switch,51.13,14,28,515.39,104.9,32,4.6,15.72,No,Tarjeta de crédito,Si
51,Masculino,Secundaria,Fire TV Stick 4K,56.01,23,42,747.17,398.18,20,3.6,2.41,Si,PayPal,No
42,Femenino,Primaria,Fire TV Stick 4K,87.19,16,24,1060.23,1087.71,185,3.7,23.12,No,PayPal,Si
43,Femenino,Primaria,Kindle Paperwhite,87.99,2,24,133.74,3242.35,113,3.6,1.79,No,Tarjeta de crédito,No
56,Masculino,Secundaria,Echo Dot (4th Gen),74.54,7,24,396.55,2772.9,55,2.7,19.12,Si,Transferencia,No
42,Femenino,Secundaria,Nintendo Switch,89.5,5,25,335.62,1536.35,66,3.7,27.29,No,Transferencia,Si
51,Masculino,Secundaria,Echo Dot (4th Gen),86.52,18,7,1448.34,3896.05,138,0.9,15.59,No,Transferencia,No
43,Masculino,Primaria,Kindle Paperwhite,70.96,8,4,544.97,63.91,95,1.8,7.67,No,Tarjeta de crédito,No
58,Femenino,Secundaria,Kindle Paperwhite,102.72,19,19,1580.86,1006.79,280,0.9,10.13,Si,PayPal,No
56,Femenino,Secundaria,Nintendo Switch,98.39,8,18,645.44,3303.91,35,3.7,5.96,Si,PayPal,Si
46,Femenino,Primaria,Galaxy S23,143.98,5,19,583.12,1033.53,4,5.5,5.86,No,Transferencia,Si
58,Masculino,Primaria,Galaxy S23,117.35,9,6,992.78,1401.57,33,4.6,20.99,No,Transferencia,Si
30,Femenino,Secundaria,Fire TV Stick 4K,62.17,23,37,900.84,2203.69,199,1.8,1.15,Si,Tarjeta de crédito,No
51,Masculino,Primaria,Galaxy S23,114.62,22,2,2471.21,896.93,49,2.8,22.38,Si,Transferencia,Si
65,Femenino,Secundaria,Apple AirPods Pro,135.52,12,28,1170.89,3490.16,82,0.9,20.87,No,Tarjeta de crédito,No
36,Femenino,Secundaria,Fire TV Stick 4K,142.66,19,47,1436.59,1491.05,110,4.6,1.36,No,Transferencia,Si
33,Femenino,Secundaria,Echo Dot (4th Gen),56.18,8,13,391.01,1866.44,129,3.7,21.79,No,PayPal,Si
61,Femenino,Secundaria,Echo Dot (4th Gen),148.99,5,18,610.86,435.96,73,4.6,14.71,Si,PayPal,Si
38,Femenino,Primaria,Fire TV Stick 4K,123.68,1,29,87.81,1774.97,9,1.8,19.28,No,PayPal,No
52,Femenino,Primaria,Apple AirPods Pro,60.71,16,4,932.51,660.62,210,1.8,22.82,No,Transferencia,No
60,Femenino,Secundaria,Galaxy S23,141.74,3,17,352.93,3683.89,280,1.8,5.59,No,PayPal,No
60,Masculino,Universitaria,Kindle Paperwhite,132.95,21,42,1619.33,425,81,2.7,5.54,Si,PayPal,No
67,Femenino,Primaria,Kindle Paperwhite,85.8,24,12,1812.1,1479.63,31,1.9,12.57,Si,PayPal,Si
58,Masculino,Secundaria,Fire TV Stick 4K,143.83,9,36,828.46,1432.3,88,1.9,9.37,Si,PayPal,Si
34,Masculino,Secundaria,Galaxy S23,64.38,15,26,714.62,998.49,254,1.9,2.5,No,Tarjeta de crédito,Si
62,Masculino,Universitaria,Echo Dot (4th Gen),134.45,5,26,497.46,1706.67,27,0.9,0.63,No,Transferencia,No
51,Femenino,Universitaria,Galaxy S23,63.42,21,46,719.18,883.32,337,1.8,3.22,Si,Tarjeta de crédito,No
59,Femenino,Secundaria,Apple AirPods Pro,75.59,13,2,963.02,1057.95,156,4.6,5.17,No,Tarjeta de crédito,Si
57,Femenino,Secundaria,Echo Dot (4th Gen),42.28,6,49,129.38,307.42,60,3.7,24.86,Si,Transferencia,Si
30,Femenino,Universitaria,Nintendo Switch,113.91,24,19,2214.41,1128.64,147,1.8,22.69,Si,PayPal,No
70,Femenino,Secundaria,Nintendo Switch,44.49,7,17,258.49,707.94,118,4.6,3.35,No,Tarjeta de crédito,Si
59,Femenino,Primaria,Kindle Paperwhite,58.35,13,47,402.03,51.26,97,3.7,20.26,Si,Transferencia,Si
51,Masculino,Universitaria,Nintendo Switch,62.89,16,42,583.62,494.01,76,3.7,17.93,No,PayPal,Si
62,Masculino,Primaria,Kindle Paperwhite,80.33,22,15,1502.17,256.3,106,4.6,3.3,No,PayPal,Si
18,Femenino,Secundaria,Apple AirPods Pro,88.33,3,14,227.89,845.41,23,4.5,16.86,No,Tarjeta de crédito,No
60,Femenino,Universitaria,Apple AirPods Pro,118.28,5,26,437.64,108.03,25,4.5,22.17,No,Transferencia,No
69,Masculino,Primaria,Fire TV Stick 4K,99.66,8,3,773.36,1799.65,141,1.8,7.23,Si,Transferencia,No
18,Femenino,Secundaria,Galaxy S23,127.35,12,12,1344.82,916.75,18,1.8,14.57,Si,PayPal,No
33,Masculino,Secundaria,Kindle Paperwhite,116.23,24,41,1645.82,2460.81,190,2.7,11.48,Si,Tarjeta de crédito,No
43,Masculino,Secundaria,Kindle Paperwhite,72.16,23,50,829.84,2045.16,324,1.9,5.46,No,PayPal,Si
40,Masculino,Primaria,Echo Dot (4th Gen),40.75,6,43,139.36,193.92,88,3.6,3.54,Si,Transferencia,No
20,Femenino,Universitaria,Kindle Paperwhite,60.59,21,13,1106.98,7.49,43,5.5,16.09,Si,PayPal,Si
29,Masculino,Primaria,Galaxy S23,52.78,20,40,633.36,1382.57,166,4.5,17.79,No,Tarjeta de crédito,No
22,Femenino,Primaria,Apple AirPods Pro,99.05,7,30,485.34,26.4,102,3.7,25.38,No,Tarjeta de crédito,Si
21,Femenino,Universitaria,Apple AirPods Pro,86.69,7,10,546.15,1232.52,188,3.6,4.94,No,Transferencia,No
32,Masculino,Universitaria,Galaxy S23,68.33,19,0,1298.27,201.68,7,2.8,17.45,No,PayPal,Si
56,Femenino,Primaria,Echo Dot (4th Gen),76.38,7,25,401,1101.1,51,2.8,23.68,No,Transferencia,Si
34,Femenino,Universitaria,Apple AirPods Pro,64.27,10,46,347.06,530.09,241,4.5,1.25,Si,Tarjeta de crédito,No
44,Femenino,Primaria,Kindle Paperwhite,47.8,23,18,901.51,2795.84,27,3.6,13.02,No,Transferencia,No
36,Masculino,Secundaria,Fire TV Stick 4K,90.02,22,39,1208.07,3039.64,19,1.8,11.72,Si,Transferencia,No
25,Masculino,Secundaria,Kindle Paperwhite,143.01,16,22,1784.76,1574.92,129,4.6,13.8,Si,PayPal,Si
47,Masculino,Secundaria,Kindle Paperwhite,133.07,3,17,331.34,836.43,85,4.5,26.62,No,Transferencia,No
54,Masculino,Universitaria,Fire TV Stick 4K,117.18,2,46,126.55,214.08,180,3.7,26.04,No,Transferencia,Si
59,Masculino,Universitaria,Apple AirPods Pro,101.81,20,37,1282.81,1008.6,76,5.5,14.66,No,Transferencia,Si
24,Femenino,Secundaria,Apple AirPods Pro,142.49,23,31,2261.32,2129.19,158,0.9,20.37,Si,PayPal,No
59,Masculino,Primaria,Kindle Paperwhite,81.23,5,4,389.9,4455.23,228,1.9,4.15,Si,Tarjeta de crédito,Si
32,Masculino,Primaria,Echo Dot (4th Gen),128.56,3,23,296.97,3517.97,70,4.5,12.57,No,PayPal,No
49,Femenino,Primaria,Echo Dot (4th Gen),114.47,23,18,2158.9,336.41,75,0.9,11.37,No,PayPal,No
24,Femenino,Universitaria,Echo Dot (4th Gen),55.54,11,42,354.35,921.5,77,2.8,13.83,No,Tarjeta de crédito,Si
55,Masculino,Universitaria,Fire TV Stick 4K,135.2,8,2,1059.97,1487.7,27,4.5,8.47,Si,Tarjeta de crédito,No
68,Masculino,Primaria,Kindle Paperwhite,125.2,6,13,653.54,328.66,14,3.6,21.73,No,Tarjeta de crédito,No
61,Masculino,Universitaria,Fire TV Stick 4K,43.1,11,39,289.2,1623.65,15,1.8,17.63,No,Tarjeta de crédito,No
34,Femenino,Primaria,Apple AirPods Pro,97.73,18,49,897.16,2054.93,110,1.8,14.42,Si,Transferencia,No
55,Masculino,Primaria,Apple AirPods Pro,107.56,5,25,403.35,522.89,86,2.7,23.24,Si,Tarjeta de crédito,No
70,Femenino,Universitaria,Kindle Paperwhite,60.94,20,5,1157.86,170.92,37,3.7,9.18,Si,PayPal,Si
37,Femenino,Secundaria,Kindle Paperwhite,137.25,5,13,597.04,2005.76,5,4.5,15.7,Si,Tarjeta de crédito,No
42,Masculino,Secundaria,Apple AirPods Pro,89.14,7,48,324.47,636.73,46,1.8,26.05,Si,PayPal,No
37,Femenino,Secundaria,Galaxy S23,108.52,9,3,947.38,1386.7,220,1.8,7.71,Si,PayPal,No
55,Masculino,Primaria,Echo Dot (4th Gen),124.76,3,25,280.71,342.75,105,5.5,25.85,No,Transferencia,Si
53,Masculino,Primaria,Kindle Paperwhite,113.83,4,17,377.92,608.1,218,3.7,13.47,Si,Tarjeta de crédito,Si
56,Masculino,Universitaria,Apple AirPods Pro,74.93,17,17,1057.26,305.49,124,1.8,18.39,Si,Tarjeta de crédito,No
62,Femenino,Primaria,Echo Dot (4th Gen),144.99,7,21,801.79,2514.56,86,4.5,10.39,No,Tarjeta de crédito,No
39,Femenino,Secundaria,Apple AirPods Pro,117.69,2,23,181.24,552.07,61,4.6,23.5,Si,PayPal,Si
61,Masculino,Secundaria,Galaxy S23,119.84,9,34,711.85,3461.71,12,0.9,22.94,Si,PayPal,No
29,Masculino,Primaria,Kindle Paperwhite,64.35,20,7,1196.91,572.4,169,1.9,20.2,No,PayPal,Si
42,Femenino,Primaria,Galaxy S23,87.88,1,48,45.7,1782.42,74,1.8,6.46,No,PayPal,No
57,Masculino,Secundaria,Kindle Paperwhite,80.71,1,47,42.78,62.51,81,1.9,24.3,No,Tarjeta de crédito,Si
34,Femenino,Universitaria,Apple AirPods Pro,112.58,19,7,1989.29,2065.27,157,0.9,1.31,No,Transferencia,No
28,Femenino,Primaria,Nintendo Switch,40.21,18,25,542.84,1503.86,15,3.7,21.92,No,PayPal,Si
64,Femenino,Universitaria,Nintendo Switch,78.59,4,14,270.35,248.3,27,2.7,11.64,No,Tarjeta de crédito,No
58,Femenino,Primaria,Nintendo Switch,53.31,8,37,268.68,889.97,49,5.5,15.81,No,Tarjeta de crédito,Si
24,Femenino,Primaria,Fire TV Stick 4K,100.04,15,19,1215.49,689.56,198,0.9,18.49,No,Transferencia,No
66,Masculino,Secundaria,Kindle Paperwhite,51.19,19,1,962.88,169.74,32,5.5,20.52,Si,Tarjeta de crédito,Si
35,Masculino,Universitaria,Fire TV Stick 4K,69.76,11,41,452.74,676.21,37,2.8,17.06,No,PayPal,Si
37,Femenino,Universitaria,Apple AirPods Pro,121.65,21,1,2529.1,684.9,5,1.8,22.65,Si,Transferencia,No
25,Masculino,Primaria,Nintendo Switch,44.18,15,47,351.23,753.75,203,0.9,9.19,Si,Transferencia,No
38,Masculino,Secundaria,Galaxy S23,50.87,10,4,488.35,2999.71,96,5.5,27.68,No,Transferencia,Si
61,Femenino,Primaria,Nintendo Switch,88.89,9,32,544.01,5.85,128,4.5,20.38,Si,Tarjeta de crédito,No
37,Femenino,Universitaria,Galaxy S23,90.21,7,13,549.38,874.39,131,1.8,4.1,No,Tarjeta de crédito,No
45,Femenino,Secundaria,Apple AirPods Pro,128.06,14,12,1577.7,65.47,154,1.8,20.32,No,Tarjeta de crédito,No
42,Femenino,Universitaria,Kindle Paperwhite,54.32,21,5,1083.68,373.95,33,2.7,13.06,Si,Tarjeta de crédito,No
54,Masculino,Universitaria,Kindle Paperwhite,132.19,23,5,2888.35,396.31,22,2.8,2.74,Si,Transferencia,Si
69,Femenino,Secundaria,Fire TV Stick 4K,130.23,10,5,1237.18,2263.96,118,3.6,4.71,Si,PayPal,No
62,Femenino,Universitaria,Fire TV Stick 4K,118.56,14,44,929.51,478.61,120,2.8,6.48,Si,Transferencia,Si
21,Masculino,Universitaria,Kindle Paperwhite,146.83,13,48,992.57,2816.83,53,1.8,12.83,No,PayPal,No
58,Femenino,Primaria,Galaxy S23,70.89,3,49,108.46,1347.18,52,2.7,24.5,No,Transferencia,No
68,Femenino,Universitaria,Apple AirPods Pro,101.09,8,43,460.97,2800.22,45,5.5,6.43,Si,PayPal,Si
37,Masculino,Universitaria,Echo Dot (4th Gen),86.4,21,29,1288.22,3334.76,85,3.7,8.6,Si,PayPal,Si
44,Femenino,Primaria,Galaxy S23,80.81,11,18,728.91,449.3,119,2.7,26.51,Si,PayPal,No
51,Femenino,Universitaria,Fire TV Stick 4K,144.22,13,31,1293.65,1051.34,3,3.7,14.17,No,PayPal,Si
68,Masculino,Primaria,Galaxy S23,66.74,1,25,50.05,3954.75,76,4.5,19.65,No,Transferencia,No
64,Masculino,Secundaria,Kindle Paperwhite,119.2,19,5,2151.56,2228.15,89,2.7,21.01,Si,Transferencia,No
19,Masculino,Primaria,Fire TV Stick 4K,78.69,23,17,1502.19,2019.47,190,3.7,10.72,Si,Transferencia,Si
26,Femenino,Universitaria,Apple AirPods Pro,117.05,10,17,971.52,445.03,21,2.8,13.15,No,Tarjeta de crédito,Si
46,Femenino,Primaria,Fire TV Stick 4K,65.13,23,48,778.95,1032.35,9,3.6,1.92,Si,PayPal,No
42,Masculino,Universitaria,Echo Dot (4th Gen),142.27,19,20,2162.5,68.58,97,3.7,3.91,Si,PayPal,Si
22,Femenino,Secundaria,Apple AirPods Pro,138.94,11,27,1115.69,1325.02,204,3.6,25.82,No,Tarjeta de crédito,No
27,Femenino,Primaria,Echo Dot (4th Gen),146.3,12,29,1246.48,2519.88,60,4.6,18.71,Si,Tarjeta de crédito,Si
41,Masculino,Primaria,Nintendo Switch,82.5,11,23,698.78,2365.75,232,3.6,16.67,No,Transferencia,No
35,Masculino,Universitaria,Nintendo Switch,125.93,13,28,1178.7,86.73,241,4.5,2.88,Si,Transferencia,No
69,Masculino,Primaria,Galaxy S23,89.1,15,33,895.46,1711.87,67,0.9,23.74,Si,PayPal,No
53,Femenino,Universitaria,Nintendo Switch,123.52,15,15,1574.88,2215.15,145,2.7,12.38,No,PayPal,No
37,Femenino,Secundaria,Galaxy S23,87.89,2,21,138.87,1857.71,75,4.6,9.11,Si,Transferencia,Si
66,Femenino,Secundaria,Kindle Paperwhite,68.2,12,15,695.64,1197.93,81,1.9,18.83,Si,Tarjeta de crédito,Si
29,Masculino,Secundaria,Apple AirPods Pro,81.77,18,27,1074.46,1688.17,132,5.5,18.17,Si,PayPal,Si
55,Masculino,Primaria,Nintendo Switch,67.86,20,26,1004.33,768.38,220,0.9,14.22,Si,PayPal,No
64,Masculino,Secundaria,Nintendo Switch,126.28,9,28,818.29,387.3,211,3.7,7.72,No,Tarjeta de crédito,Si
49,Masculino,Universitaria,Fire TV Stick 4K,137.72,19,2,2564.35,790.66,181,2.8,7.84,Si,PayPal,Si
27,Femenino,Universitaria,Nintendo Switch,104.58,1,4,100.4,333.34,73,3.7,20.11,Si,PayPal,Si
24,Femenino,Universitaria,Echo Dot (4th Gen),105.08,4,47,222.77,56.14,44,3.6,10.77,Si,PayPal,No
28,Femenino,Primaria,Galaxy S23,58.77,9,15,449.59,495.97,85,4.5,8.8,No,PayPal,No
37,Femenino,Secundaria,Kindle Paperwhite,97.07,18,2,1712.31,18.06,116,0.9,11.39,No,Tarjeta de crédito,No
28,Masculino,Primaria,Apple AirPods Pro,104.41,12,30,877.04,542.74,9,3.7,13.86,No,Tarjeta de crédito,Si
57,Femenino,Universitaria,Fire TV Stick 4K,74.36,3,33,149.46,286.17,105,2.7,20.33,Si,Tarjeta de crédito,No
27,Masculino,Secundaria,Nintendo Switch,143.12,8,8,1053.36,2014.01,85,1.8,7.77,No,Transferencia,No
33,Masculino,Universitaria,Galaxy S23,85.11,16,0,1361.76,1358.94,62,0.9,13.99,No,Transferencia,No
40,Masculino,Universitaria,Nintendo Switch,53.68,13,7,648.99,1335.59,247,3.7,27.31,Si,PayPal,Si
23,Femenino,Universitaria,Kindle Paperwhite,126.62,23,16,2446.3,371.91,170,2.8,21.79,No,Tarjeta de crédito,Si
46,Femenino,Secundaria,Fire TV Stick 4K,132.54,8,38,657.4,2124.21,246,1.9,7.46,No,PayPal,Si
31,Masculino,Universitaria,Echo Dot (4th Gen),74.55,13,48,503.96,574.62,109,3.6,2.83,No,PayPal,No
43,Masculino,Universitaria,Kindle Paperwhite,142.47,1,8,131.07,1985.53,32,1.9,1.64,No,Transferencia,Si
66,Femenino,Universitaria,Apple AirPods Pro,120.74,3,47,191.98,42.59,215,4.5,6.65,Si,Tarjeta de crédito,No
60,Femenino,Universitaria,Apple AirPods Pro,75.29,8,29,427.65,963.55,187,5.5,2.42,Si,Transferencia,Si
53,Femenino,Primaria,Galaxy S23,131.52,1,45,72.34,1514.87,125,3.6,20.35,No,Transferencia,No
58,Femenino,Universitaria,Nintendo Switch,118.06,6,21,559.6,1844.96,21,2.7,23.77,Si,Transferencia,No
30,Femenino,Primaria,Apple AirPods Pro,99.14,9,49,455.05,2775.24,52,2.8,26.58,Si,Tarjeta de crédito,Si
22,Femenino,Secundaria,Echo Dot (4th Gen),147.41,23,40,2034.26,2902.65,94,0.9,24.07,Si,Transferencia,No
57,Femenino,Universitaria,Nintendo Switch,72.66,3,12,191.82,1997.58,42,1.9,24.07,No,PayPal,Si
60,Femenino,Primaria,Galaxy S23,148.22,9,11,1187.24,1276.68,57,2.7,23.64,Si,Tarjeta de crédito,No
66,Femenino,Primaria,Apple AirPods Pro,85.05,20,16,1428.84,553.36,191,2.7,11.96,No,Tarjeta de crédito,No
40,Masculino,Secundaria,Fire TV Stick 4K,142.76,16,10,2055.74,121.77,143,1.8,21.44,Si,Tarjeta de crédito,No
50,Femenino,Universitaria,Kindle Paperwhite,74.1,8,12,521.66,851.87,231,2.8,18.66,Si,Transferencia,Si
25,Femenino,Primaria,Echo Dot (4th Gen),86.3,24,38,1284.14,1277.41,53,0.9,3.26,No,Transferencia,No
61,Femenino,Universitaria,Fire TV Stick 4K,64.48,1,3,62.55,3825.07,134,3.7,5.09,Si,Transferencia,Si
23,Femenino,Secundaria,Galaxy S23,113.46,2,3,220.11,788.8,18,1.8,7.33,Si,Transferencia,No
25,Masculino,Primaria,Nintendo Switch,117.58,15,20,1410.96,1553.38,61,1.8,21.99,No,Transferencia,No
26,Femenino,Secundaria,Echo Dot (4th Gen),128.23,19,40,1461.82,2160.58,65,0.9,18.79,Si,Transferencia,No
32,Masculino,Universitaria,Nintendo Switch,85.93,23,41,1166.07,3571.67,154,3.6,21.93,Si,Tarjeta de crédito,No
58,Femenino,Primaria,Fire TV Stick 4K,81.35,3,7,226.97,969.13,26,1.8,22.82,No,Transferencia,No
29,Masculino,Universitaria,Echo Dot (4th Gen),87.29,2,43,99.51,2197.15,212,2.8,22.52,Si,PayPal,Si
19,Femenino,Secundaria,Fire TV Stick 4K,60.6,4,45,133.32,96.91,177,1.8,10.58,Si,Transferencia,No
43,Femenino,Universitaria,Nintendo Switch,94.5,13,12,1081.08,2315.33,26,2.8,17.06,No,Tarjeta de crédito,Si
65,Femenino,Secundaria,Kindle Paperwhite,60.38,21,39,773.47,1166.66,65,4.6,7.2,Si,Transferencia,Si
63,Masculino,Secundaria,Nintendo Switch,78.77,17,11,1191.79,2486.28,154,1.9,25.38,No,Transferencia,Si
25,Femenino,Primaria,Kindle Paperwhite,65.09,18,46,632.67,9.85,102,4.6,20.53,Si,PayPal,Si
46,Masculino,Secundaria,Kindle Paperwhite,121.14,24,41,1715.34,282.29,196,4.5,17.25,Si,Transferencia,No
66,Femenino,Primaria,Kindle Paperwhite,101.29,24,13,2114.94,441.66,128,3.6,21.79,Si,Transferencia,No
35,Femenino,Primaria,Nintendo Switch,49.03,15,33,492.75,570.11,9,0.9,5.09,No,Transferencia,No
59,Femenino,Secundaria,Nintendo Switch,99.48,4,12,350.17,934.92,34,5.5,9.4,No,Transferencia,Si
58,Masculino,Primaria,Apple AirPods Pro,57.83,3,20,138.79,413,108,5.5,17.43,Si,Tarjeta de crédito,Si
35,Masculino,Primaria,Galaxy S23,50.2,19,44,534.13,207.92,8,4.6,19.39,No,Tarjeta de crédito,Si
69,Masculino,Universitaria,Apple AirPods Pro,110.82,11,16,1023.98,177.52,19,2.8,12.43,Si,PayPal,Si
21,Masculino,Secundaria,Echo Dot (4th Gen),42.28,14,18,485.37,1119.69,129,4.6,26.13,Si,Tarjeta de crédito,Si
48,Femenino,Primaria,Kindle Paperwhite,51.43,10,50,257.15,365.13,36,1.8,6.48,Si,PayPal,No
47,Masculino,Universitaria,Galaxy S23,108.48,14,2,1488.35,1038.88,101,3.7,17.69,Si,Transferencia,Si
40,Femenino,Universitaria,Apple AirPods Pro,134.89,3,6,380.39,503.7,176,3.7,26.12,Si,PayPal,Si
52,Masculino,Secundaria,Fire TV Stick 4K,97.13,9,3,847.94,2244.26,39,2.8,12.47,No,Tarjeta de crédito,Si
25,Masculino,Primaria,Echo Dot (4th Gen),71.55,23,23,1267.15,1231.07,63,4.5,4.58,Si,Tarjeta de crédito,No
32,Femenino,Primaria,Kindle Paperwhite,121.46,13,31,1089.5,439.85,62,5.5,22.63,Si,Tarjeta de crédito,Si
63,Femenino,Secundaria,Echo Dot (4th Gen),113.45,11,1,1235.47,2430.52,49,2.7,16.7,No,Tarjeta de crédito,No
52,Masculino,Secundaria,Fire TV Stick 4K,111.61,5,8,513.41,1923.97,136,2.7,4.16,Si,PayPal,No
24,Femenino,Primaria,Apple AirPods Pro,121.98,9,15,933.15,3189.48,18,4.6,18.4,Si,Tarjeta de crédito,Si
26,Masculino,Universitaria,Echo Dot (4th Gen),99.31,5,9,451.86,2617.38,122,2.8,27.29,Si,Tarjeta de crédito,Si
52,Masculino,Secundaria,Fire TV Stick 4K,101.4,3,40,182.52,406.68,104,2.7,24.49,Si,PayPal,No
49,Femenino,Primaria,Apple AirPods Pro,72.09,11,38,491.65,2162.29,67,1.9,7.55,No,PayPal,Si
40,Femenino,Primaria,Fire TV Stick 4K,136.46,3,12,360.25,2277.36,32,3.7,5.55,No,PayPal,Si
45,Femenino,Primaria,Fire TV Stick 4K,129.16,9,15,988.07,3261.2,74,2.8,20.54,Si,Transferencia,Si
50,Femenino,Universitaria,Nintendo Switch,134.37,13,36,1117.96,252.42,296,2.7,11.45,Si,Tarjeta de crédito,No
27,Femenino,Universitaria,Nintendo Switch,77.34,5,10,348.03,573.15,51,4.6,9.15,No,PayPal,Si
45,Masculino,Universitaria,Echo Dot (4th Gen),117.34,2,25,176.01,866.29,100,5.5,17.27,No,Tarjeta de crédito,Si
22,Masculino,Primaria,Kindle Paperwhite,104.86,1,41,61.87,1362.88,28,1.9,20.66,Si,PayPal,Si
20,Masculino,Secundaria,Echo Dot (4th Gen),83.51,10,28,601.27,444.22,65,3.7,15.5,No,Tarjeta de crédito,Si
36,Femenino,Secundaria,Kindle Paperwhite,44.87,4,42,104.1,326.71,243,4.5,24.73,No,Tarjeta de crédito,No
19,Femenino,Universitaria,Echo Dot (4th Gen),125.23,21,16,2209.06,298.08,54,1.9,10.67,No,Transferencia,Si
22,Femenino,Universitaria,Galaxy S23,72.75,5,6,341.92,384.49,169,2.8,13.67,Si,Transferencia,Si
22,Femenino,Universitaria,Fire TV Stick 4K,70.47,9,16,532.75,3466.25,44,3.6,22.66,Si,Transferencia,No
22,Masculino,Secundaria,Nintendo Switch,111.05,1,24,84.4,556.05,79,1.8,8.02,No,PayPal,No
47,Masculino,Primaria,Echo Dot (4th Gen),102.94,13,37,843.08,825.65,64,1.8,13.82,Si,Transferencia,No
59,Femenino,Secundaria,Apple AirPods Pro,129.34,16,15,1759.02,1400.04,109,0.9,8.7,No,Tarjeta de crédito,No
45,Masculino,Secundaria,Apple AirPods Pro,79.43,12,12,838.78,995.49,109,4.5,5.04,Si,PayPal,No
24,Femenino,Secundaria,Echo Dot (4th Gen),138.06,10,8,1270.15,1713.85,8,4.5,7.6,No,Transferencia,No
56,Masculino,Universitaria,Fire TV Stick 4K,148.63,17,6,2375.11,1020.57,224,5.5,27.39,No,Transferencia,Si
59,Femenino,Universitaria,Kindle Paperwhite,104.97,21,2,2160.28,238.41,165,1.9,1.83,Si,PayPal,Si
18,Femenino,Secundaria,Kindle Paperwhite,130.54,24,28,2255.73,1618.09,74,3.6,4.22,Si,Tarjeta de crédito,No
56,Femenino,Primaria,Fire TV Stick 4K,98.09,3,37,185.39,2462.9,134,3.6,9.86,No,Tarjeta de crédito,No
60,Masculino,Universitaria,Apple AirPods Pro,87.74,10,0,877.4,809.01,39,2.7,10.01,Si,Transferencia,No
56,Masculino,Primaria,Galaxy S23,72.76,19,8,1271.84,1777.32,126,4.5,14.03,No,Transferencia,No
50,Femenino,Universitaria,Galaxy S23,136.3,6,21,646.06,1112.57,165,4.5,15.73,Si,PayPal,No
27,Masculino,Primaria,Apple AirPods Pro,123.94,23,10,2565.56,629.38,39,3.7,25.56,Si,Transferencia,Si
57,Femenino,Secundaria,Echo Dot (4th Gen),45.28,11,15,423.37,92.57,86,1.8,11.67,Si,PayPal,No
53,Femenino,Primaria,Fire TV Stick 4K,42.48,2,16,71.37,3320.06,167,4.6,13.98,No,Transferencia,Si
40,Masculino,Universitaria,Nintendo Switch,98.83,14,30,968.53,786.02,163,3.6,2,No,Tarjeta de crédito,No
57,Masculino,Primaria,Kindle Paperwhite,81.88,10,9,745.11,503.1,89,5.5,13.6,No,PayPal,Si
37,Femenino,Universitaria,Kindle Paperwhite,99.9,9,7,836.16,1017.54,136,4.6,11.56,Si,Tarjeta de crédito,Si
67,Femenino,Primaria,Nintendo Switch,60.09,5,23,231.35,2143.96,53,4.5,23.66,No,Tarjeta de crédito,No
61,Femenino,Primaria,Apple AirPods Pro,84.69,19,22,1255.11,515.17,65,3.7,13.37,No,PayPal,Si
34,Masculino,Universitaria,Echo Dot (4th Gen),79.29,22,15,1482.72,1024.33,79,1.8,17.42,Si,Transferencia,No
26,Femenino,Secundaria,Kindle Paperwhite,78.05,7,10,491.72,1388,135,1.8,5.46,Si,Transferencia,No
21,Masculino,Primaria,Apple AirPods Pro,64.62,14,49,461.39,3111.58,123,4.6,6.57,Si,PayPal,Si
62,Femenino,Universitaria,Kindle Paperwhite,86.91,21,30,1277.58,804.15,210,2.8,16.61,Si,Transferencia,Si
38,Masculino,Secundaria,Kindle Paperwhite,80.06,22,35,1144.86,863.2,51,0.9,17.11,No,Tarjeta de crédito,No
38,Masculino,Secundaria,Nintendo Switch,106.27,13,44,773.65,3.71,47,3.6,18.7,Si,Tarjeta de crédito,No
58,Masculino,Secundaria,Apple AirPods Pro,94.45,7,30,462.8,1375.63,86,4.5,14.86,No,PayPal,No
48,Masculino,Primaria,Nintendo Switch,134.05,2,25,201.08,1379.5,87,4.6,23.52,Si,Transferencia,Si
58,Femenino,Secundaria,Fire TV Stick 4K,85.88,12,16,865.67,982.07,18,3.6,16.11,Si,Tarjeta de crédito,No
35,Masculino,Secundaria,Fire TV Stick 4K,92.25,5,43,262.91,1470.08,122,1.8,4.99,No,Tarjeta de crédito,No
46,Masculino,Secundaria,Galaxy S23,83.52,5,29,296.5,1147.04,103,2.8,21.55,No,Transferencia,Si
40,Femenino,Primaria,Fire TV Stick 4K,129.75,15,43,1109.36,2653.42,61,4.6,7.55,Si,Tarjeta de crédito,Si
69,Masculino,Secundaria,Galaxy S23,90.23,13,43,668.6,394.3,39,4.6,5.32,Si,Tarjeta de crédito,Si
